name,location,line,votes,clears,createdAt,lastConfirmedAt
"Overcrowded train","Jackson Square","Orange Line - Northbound",0,0,2015-02-26T13:32:18.272Z,2015-02-26T13:32:18.272Z
"Delayed train","West Hingham","Greenbush Line - Inbound",0,0,2015-06-23T11:26:55.571Z,2015-06-23T11:26:55.571Z
"Overcrowded train","North Quincy","Red Line - Northbound",3,1,2015-02-25T14:30:06.892Z,2015-02-25T15:04:28.760Z
"Delayed train","Downtown Crossing","Red Line - Northbound",2,0,2015-03-02T23:05:51.892Z,2015-03-02T23:07:40.058Z
"Normal conditions","Charles/MGH","Red Line - Southbound",0,0,2015-03-04T22:03:23.745Z,2015-03-04T22:03:23.745Z
"Train stopped between stations","Quincy Adams","Red Line - Southbound",0,0,2015-05-26T21:53:42.908Z,2015-05-26T21:53:42.908Z
"Delayed train","South Station","Red Line - Southbound",0,0,2015-04-02T19:58:46.367Z,2015-04-02T19:58:46.367Z
"Delayed train","Quincy Adams","Red Line - Northbound",0,1,2015-06-01T22:56:18.145Z,2015-06-01T22:56:18.145Z
"Overcrowded platform","State Street","Orange Line - Northbound",1,0,2015-03-06T20:34:26.612Z,2015-03-06T20:52:59.690Z
"Train stopped between stations","Andrew","Red Line - Northbound",1,0,2015-03-02T13:47:35.108Z,2015-03-02T13:57:25.048Z
"Normal conditions","Sullivan Square","Orange Line - Southbound",0,0,2015-02-25T14:36:22.497Z,2015-02-25T14:36:22.497Z
"Train too crowded to board","State Street","Orange Line - Southbound",2,0,2015-03-09T11:39:02.277Z,2015-03-09T11:39:21.111Z
"Delayed train","Porter Square","Red Line - Northbound",0,1,2015-03-03T22:08:44.495Z,2015-03-03T22:08:44.495Z
"Normal conditions","North Station","Green Line E - Westbound",0,0,2015-07-03T21:04:08.545Z,2015-07-03T21:04:08.545Z
"Train standing by at station","Forest Hills","Orange Line - Northbound",0,1,2015-03-24T21:27:42.243Z,2015-03-24T21:27:42.243Z
"Overcrowded platform","Central Square","Red Line - Southbound",0,0,2015-04-14T12:20:51.157Z,2015-04-14T12:20:51.157Z
"Normal conditions","Oak Grove","Orange Line - Southbound",0,0,2015-03-02T18:31:17.734Z,2015-03-02T18:31:17.734Z
"Delayed train","Assembly","Orange Line - Southbound",0,0,2015-05-14T14:37:15.140Z,2015-05-14T14:37:15.140Z
"Normal conditions","Prudential","Green Line E - Eastbound",0,0,2015-03-02T13:34:48.113Z,2015-03-02T13:34:48.113Z
"Bus too crowded to board","Silver Line Way","SL1 - Inbound",0,0,2015-04-01T15:33:54.139Z,2015-04-01T15:33:54.139Z
"Normal conditions","Washington St & E Newton St","SL5 - Inbound",1,0,2015-03-15T18:08:06.893Z,2015-03-15T18:08:17.266Z
"Overcrowded train","Assembly","Orange Line - Southbound",1,0,2015-03-05T13:37:45.431Z,2015-03-05T13:38:56.850Z
"Police action","Community College","Orange Line - Northbound",1,2,2015-02-27T21:57:02.632Z,2015-02-27T22:02:17.491Z
"Delayed train","Park Street","Green Line D - Westbound",1,0,2015-03-02T15:22:27.723Z,2015-03-02T15:32:21.476Z
"Delayed train","South Station","Red Line - Southbound",1,0,2015-03-25T21:34:27.184Z,2015-03-25T21:34:30.751Z
"Train too crowded to board","Porter Square","Red Line - Southbound",0,0,2015-03-18T12:23:17.303Z,2015-03-18T12:23:17.303Z
"Train too crowded to board","North Station","Orange Line - Northbound",1,0,2015-02-27T22:25:39.657Z,2015-02-27T22:39:48.319Z
"Train too crowded to board","Back Bay","Orange Line - Northbound",1,0,2015-02-27T22:06:12.462Z,2015-02-27T22:19:04.458Z
"Delayed train","Park Street","Red Line - Northbound",0,0,2015-05-12T21:11:43.016Z,2015-05-12T21:11:43.016Z
"Disabled train","Airport","Blue Line - Southbound",2,0,2015-03-17T12:16:06.505Z,2015-03-17T12:21:07.055Z
"Delayed train","Riverside","Green Line D - Westbound",0,0,2015-05-29T23:05:37.166Z,2015-05-29T23:05:37.166Z
"Delayed train","Charles/MGH","Red Line - Southbound",1,0,2015-03-02T22:45:38.108Z,2015-03-02T22:46:44.757Z
"Normal conditions","Charles/MGH","Red Line - Northbound",0,0,2015-02-26T11:58:03.394Z,2015-02-26T11:58:03.394Z
"Delayed train","Harvard Ave.","Green Line B - Eastbound",0,0,2015-03-11T13:03:54.996Z,2015-03-11T13:03:54.996Z
"Delayed train","Chinatown","Orange Line - Northbound",1,0,2015-04-22T22:03:28.221Z,2015-04-22T22:08:16.893Z
"Train standing by at station","Charles/MGH","Red Line - Southbound",1,0,2015-04-29T22:25:05.805Z,2015-04-29T22:25:54.908Z
"Train stopped between stations","South Station","Red Line - Northbound",1,1,2015-02-25T13:10:05.988Z,2015-02-25T13:26:38.781Z
"Normal conditions","Kendall","Red Line - Northbound",0,0,2015-02-24T12:59:55.464Z,2015-02-24T12:59:55.464Z
"Delayed train","Boylston","Green Line D - Eastbound",0,0,2015-03-21T22:24:03.003Z,2015-03-21T22:24:03.003Z
"Normal conditions","Kendall","Red Line - Northbound",0,0,2015-04-28T23:48:43.392Z,2015-04-28T23:48:43.392Z
"Overcrowded platform","Central Square","Red Line - Southbound",1,0,2015-04-30T12:28:37.918Z,2015-04-30T12:31:37.649Z
"Disabled train","Park Street","Red Line - Southbound",0,0,2015-06-08T15:09:45.943Z,2015-06-08T15:09:45.943Z
"Train too crowded to board","Sullivan Square","Orange Line - Southbound",0,0,2015-03-02T13:30:09.576Z,2015-03-02T13:30:09.576Z
"Delayed train","Summit Ave.","Green Line C - Westbound",0,0,2015-03-30T21:03:33.544Z,2015-03-30T21:03:33.544Z
"Overcrowded platform","Porter Square","Red Line - Southbound",0,0,2015-03-20T12:21:56.009Z,2015-03-20T12:21:56.009Z
"Train stopped between stations","Assembly","Orange Line - Northbound",0,0,2015-07-21T20:20:03.888Z,2015-07-21T20:20:03.888Z
"Overcrowded train","North Station","Orange Line - Northbound",1,0,2015-02-27T23:35:40.218Z,2015-02-27T23:37:44.311Z
"Disabled train","Charles/MGH","Red Line - Southbound",1,0,2015-02-27T13:52:26.986Z,2015-02-27T13:53:05.816Z
"Overcrowded train","Kendall","Red Line - Northbound",0,0,2015-02-27T23:03:09.517Z,2015-02-27T23:03:09.517Z
"Train stopped between stations","Hynes Convention Center","Green Line D - Eastbound",0,1,2015-03-04T14:28:25.293Z,2015-03-04T14:28:25.293Z
"Delayed train","North Station","Haverhill Line - Outbound",0,0,2015-05-13T22:01:29.932Z,2015-05-13T22:01:29.932Z
"Delayed train","Fitchburg","Fitchburg Line - Outbound",1,0,2015-03-09T22:31:08.119Z,2015-03-09T22:43:28.297Z
"Normal conditions","Downtown Crossing","Orange Line - Southbound",0,0,2015-02-26T01:32:07.473Z,2015-02-26T01:32:07.473Z
"Train too crowded to board","Downtown Crossing","Orange Line - Northbound",0,1,2015-02-26T21:47:34.168Z,2015-02-26T21:47:34.168Z
"Delayed train","Downtown Crossing","Red Line - Northbound",0,0,2015-03-10T22:07:29.539Z,2015-03-10T22:07:29.539Z
"Normal conditions","Central Square","Red Line - Northbound",1,0,2015-02-26T12:58:49.176Z,2015-02-26T13:01:03.830Z
"Delayed train","Copley","Green Line C - Westbound",0,0,2015-03-06T17:11:29.565Z,2015-03-06T17:11:29.565Z
"Medical emergency","Ruggles","Orange Line - Northbound",1,0,2015-03-10T21:18:32.997Z,2015-03-10T21:22:38.117Z
"Delayed train","Park Street","Green Line D - Westbound",0,0,2015-03-19T00:25:24.659Z,2015-03-19T00:25:24.659Z
"Delayed train","Massachusetts Ave.","Orange Line - Northbound",0,0,2015-05-01T19:42:15.192Z,2015-05-01T19:42:15.192Z
"Train stopped between stations","Downtown Crossing","Red Line - Northbound",0,0,2015-03-02T19:58:55.909Z,2015-03-02T19:58:55.909Z
"Delayed train","Ashmont","Red Line - Northbound",0,0,2015-05-23T19:13:01.872Z,2015-05-23T19:13:01.872Z
"Train standing by at station","Haymarket","Orange Line - Southbound",0,1,2015-04-29T13:02:25.869Z,2015-04-29T13:02:25.869Z
"Train standing by at station","Copley","Green Line B - Westbound",0,0,2015-04-24T07:34:29.294Z,2015-04-24T07:34:29.294Z
"Train stopped between stations","Chinatown","Orange Line - Northbound",2,0,2015-07-28T22:32:54.687Z,2015-07-28T22:47:07.232Z
"Overcrowded train","Porter Square","Red Line - Southbound",0,0,2015-02-27T01:57:57.010Z,2015-02-27T01:57:57.010Z
"Delayed train","Newton Centre","Green Line D - Eastbound",0,0,2015-04-01T12:26:16.776Z,2015-04-01T12:26:16.776Z
"Train stopped between stations","Park Street","Green Line E - Westbound",1,0,2015-03-03T21:41:21.149Z,2015-03-03T21:48:26.863Z
"Delayed train","Waban","Green Line D - Eastbound",0,0,2015-02-26T19:54:19.679Z,2015-02-26T19:54:19.679Z
"Train stopped between stations","Downtown Crossing","Red Line - Northbound",0,1,2015-03-03T00:45:12.372Z,2015-03-03T00:45:12.372Z
"Train standing by at station","JFK/UMass","Red Line - Northbound",0,0,2015-05-06T11:51:58.561Z,2015-05-06T11:51:58.561Z
"Disabled train","Charles/MGH","Red Line - Northbound",0,0,2015-06-03T10:29:50.085Z,2015-06-03T10:29:50.085Z
"Normal conditions","Park Street","Green Line B - Westbound",0,0,2015-07-28T05:21:47.648Z,2015-07-28T05:21:47.648Z
"Train too crowded to board","Downtown Crossing","Orange Line - Southbound",1,0,2015-02-26T22:18:23.371Z,2015-02-26T22:20:51.913Z
"Delayed train","South Station","Red Line - Northbound",0,2,2015-03-02T21:48:36.228Z,2015-03-02T21:48:36.228Z
"Overcrowded platform","Downtown Crossing","Orange Line - Northbound",1,0,2015-02-27T22:20:44.699Z,2015-02-27T22:22:32.561Z
"Disabled train","Science Park","Green Line E - Westbound",1,0,2015-07-29T23:55:59.223Z,2015-07-30T00:02:26.455Z
"Overcrowded train","Kendall","Red Line - Southbound",0,0,2015-02-27T14:03:09.600Z,2015-02-27T14:03:09.600Z
"Normal conditions","Assembly","Orange Line - Southbound",1,0,2015-03-02T13:48:01.366Z,2015-03-02T14:03:25.874Z
"Train stopped between stations","JFK/UMass","Red Line - Northbound",0,0,2015-07-10T12:35:17.245Z,2015-07-10T12:35:17.245Z
"Normal conditions","Central Square","Red Line - Southbound",0,0,2015-05-30T17:03:58.759Z,2015-05-30T17:03:58.759Z
"Normal conditions","Porter Square","Red Line - Southbound",1,0,2015-03-02T14:07:11.823Z,2015-03-02T14:09:20.997Z
"Train too crowded to board","Broadway","Red Line - Northbound",0,1,2015-03-19T12:26:36.815Z,2015-03-19T12:26:36.815Z
"Overcrowded platform","Central Square","Red Line - Southbound",2,0,2015-03-17T12:15:33.857Z,2015-03-17T12:20:13.247Z
"Normal conditions","Porter Square","Red Line - Southbound",0,0,2015-03-04T13:30:38.658Z,2015-03-04T13:30:38.658Z
"Delayed train","Charles/MGH","Red Line - Southbound",0,0,2015-02-25T14:37:49.877Z,2015-02-25T14:37:49.877Z
"Delayed train","Brookline Village","Green Line D - Westbound",0,0,2015-04-20T14:24:13.478Z,2015-04-20T14:24:13.478Z
"Normal conditions","Wood Island","Blue Line - Southbound",0,0,2015-02-27T11:54:05.210Z,2015-02-27T11:54:05.210Z
"Delayed train","Davis","Red Line - Southbound",0,0,2015-06-11T13:00:04.445Z,2015-06-11T13:00:04.445Z
"Disabled train","Brigham Circle","Green Line E - Westbound",0,0,2015-03-06T22:26:41.865Z,2015-03-06T22:26:41.865Z
"Delayed train","Davis","Red Line - Southbound",0,0,2015-04-24T22:33:50.066Z,2015-04-24T22:33:50.066Z
"Normal conditions","Kendall","Red Line - Northbound",1,0,2015-03-11T00:09:56.091Z,2015-03-11T00:15:22.095Z
"Normal conditions","Davis","Red Line - Southbound",0,0,2015-02-25T15:40:58.099Z,2015-02-25T15:40:58.099Z
"Train too crowded to board","Lechmere","Green Line E - Westbound",0,0,2015-04-22T14:37:56.860Z,2015-04-22T14:37:56.860Z
"Train stopped between stations","Kendall","Red Line - Southbound",1,0,2015-03-02T22:56:23.959Z,2015-03-02T23:12:36.666Z
"Normal conditions","Park Street","Green Line E - Westbound",0,0,2015-02-26T03:09:00.156Z,2015-02-26T03:09:00.156Z
"Overcrowded platform","Back Bay","Orange Line - Northbound",1,0,2015-02-27T22:03:04.717Z,2015-02-27T22:15:19.270Z
"Delayed train","South Station","Red Line - Northbound",0,0,2015-03-24T21:44:33.040Z,2015-03-24T21:44:33.040Z
"Normal conditions","Porter Square","Red Line - Southbound",0,0,2015-03-21T16:23:37.662Z,2015-03-21T16:23:37.662Z
"Overcrowded platform","Park Street","Red Line - Southbound",0,0,2015-03-28T20:48:12.839Z,2015-03-28T20:48:12.839Z
"Delayed train","Park Street","Green Line E - Westbound",0,0,2015-03-31T13:09:35.803Z,2015-03-31T13:09:35.803Z
"Delayed train","Charles/MGH","Red Line - Southbound",0,0,2015-03-07T21:53:12.817Z,2015-03-07T21:53:12.817Z
"Train too crowded to board","Harvard Square","Red Line - Southbound",0,0,2015-06-04T12:14:45.502Z,2015-06-04T12:14:45.502Z
"Train stopped between stations","Central Square","Red Line - Northbound",0,0,2015-03-29T02:48:10.443Z,2015-03-29T02:48:10.443Z
"Normal conditions","Charles/MGH","Red Line - Southbound",0,0,2015-02-25T14:22:59.372Z,2015-02-25T14:22:59.372Z
"Delayed train","Park Street","Green Line C - Westbound",0,0,2015-03-21T21:47:10.639Z,2015-03-21T21:47:10.639Z
"Overcrowded train","Tufts Medical Center","Orange Line - Northbound",1,1,2015-03-17T21:49:04.808Z,2015-03-17T21:57:09.941Z
"Delayed train","State","Blue Line - Northbound",0,0,2015-05-20T22:37:30.555Z,2015-05-20T22:37:30.555Z
"Delayed train","Alewife","Red Line - Southbound",1,0,2015-03-02T13:24:14.920Z,2015-03-02T13:29:43.892Z
"Overcrowded platform","Davis","Red Line - Southbound",0,0,2015-05-05T12:23:57.499Z,2015-05-05T12:23:57.499Z
"Overcrowded train","Alewife","Red Line - Southbound",0,1,2015-03-03T01:46:58.813Z,2015-03-03T01:46:58.813Z
"Delayed train","Washington Street","Green Line B - Eastbound",0,0,2015-03-02T23:22:53.655Z,2015-03-02T23:22:53.655Z
"Train too crowded to board","South Station","Red Line - Northbound",0,1,2015-03-02T17:18:01.255Z,2015-03-02T17:18:01.255Z
"Delayed train","Massachusetts Ave.","Orange Line - Northbound",0,0,2015-05-29T12:03:16.328Z,2015-05-29T12:03:16.328Z
"Delayed train","North Station","Lowell Line - Outbound",0,0,2015-04-09T21:27:49.505Z,2015-04-09T21:27:49.505Z
"Normal conditions","Chinatown","Orange Line - Northbound",0,0,2015-03-14T03:01:57.405Z,2015-03-14T03:01:57.405Z
"Delayed train","Needham Heights","Needham Line - Inbound",0,0,2015-03-09T10:27:48.341Z,2015-03-09T10:27:48.341Z
"Train standing by at station","South Station","Red Line - Southbound",0,1,2015-03-31T23:28:15.743Z,2015-03-31T23:28:15.743Z
"Delayed train","Park Street","Red Line - Northbound",0,1,2015-03-03T01:47:46.047Z,2015-03-03T01:47:46.047Z
"Normal conditions","Downtown Crossing","Red Line - Northbound",1,0,2015-02-26T22:24:03.153Z,2015-02-26T22:25:53.821Z
"Delayed train","Oak Grove","Orange Line - Southbound",0,0,2015-07-07T13:03:14.138Z,2015-07-07T13:03:14.138Z
"Delayed train","Park Street","Green Line B - Westbound",0,0,2015-03-03T23:20:11.722Z,2015-03-03T23:20:11.722Z
"Normal conditions","Alewife","Red Line - Northbound",0,0,2015-03-07T21:44:50.972Z,2015-03-07T21:44:50.972Z
"Police action","Park Street","Red Line - Southbound",0,0,2015-03-15T16:49:09.445Z,2015-03-15T16:49:09.445Z
"Normal conditions","Washington St & E Newton St","SL5 - Inbound",1,0,2015-03-07T15:32:42.566Z,2015-03-07T15:33:21.685Z
"Normal conditions","Back Bay","Orange Line - Northbound",0,0,2015-03-06T20:31:25.061Z,2015-03-06T20:31:25.061Z
"Train stopped between stations","Assembly","Orange Line - Southbound",0,0,2015-05-11T12:06:22.573Z,2015-05-11T12:06:22.573Z
"Delayed train","Alewife","Red Line - Southbound",1,2,2015-02-26T12:05:29.565Z,2015-02-26T12:19:53.697Z
"Normal conditions","Wonderland","Blue Line - Southbound",0,0,2015-04-01T09:18:31.385Z,2015-04-01T09:18:31.385Z
"Normal conditions","Sullivan Square","Orange Line - Southbound",0,0,2015-04-03T21:56:03.826Z,2015-04-03T21:56:03.826Z
"Normal conditions","Oak Grove","Orange Line - Southbound",0,0,2015-05-25T01:46:43.045Z,2015-05-25T01:46:43.045Z
"Train too crowded to board","State Street","Orange Line - Southbound",0,0,2015-03-06T22:40:02.748Z,2015-03-06T22:40:02.748Z
"Normal conditions","Quincy Center","Red Line - Southbound",0,0,2015-02-24T22:16:05.803Z,2015-02-24T22:16:05.803Z
"Delayed train","Harvard Square","Red Line - Southbound",1,0,2015-03-07T20:52:11.823Z,2015-03-07T21:03:28.321Z
"Normal conditions","Porter Square","Red Line - Southbound",0,0,2015-03-02T15:39:15.550Z,2015-03-02T15:39:15.550Z
"Overcrowded train","Haymarket","Orange Line - Southbound",0,0,2015-03-05T14:03:02.652Z,2015-03-05T14:03:02.652Z
"Overcrowded platform","Kendall","Red Line - Northbound",1,0,2015-03-02T22:01:09.454Z,2015-03-02T22:06:26.662Z
"Disabled train","Park Street","Red Line - Northbound",2,0,2015-05-15T22:48:05.128Z,2015-05-15T22:56:37.820Z
"Delayed train","Copley","Green Line D - Eastbound",0,0,2015-03-21T22:32:25.487Z,2015-03-21T22:32:25.487Z
"Normal conditions","Terminal A","SL1 - Inbound",0,0,2015-04-17T15:30:10.639Z,2015-04-17T15:30:10.639Z
"Train standing by at station","Kendall","Red Line - Southbound",0,1,2015-04-07T01:40:09.759Z,2015-04-07T01:40:09.759Z
"Delayed train","South Station","Red Line - Northbound",0,1,2015-05-28T12:18:31.660Z,2015-05-28T12:18:31.660Z
"Train standing by at station","Harvard Square","Red Line - Southbound",0,0,2015-07-03T22:51:37.965Z,2015-07-03T22:51:37.965Z
"Delayed train","Cleveland Circle","Green Line C - Eastbound",0,0,2015-03-26T17:48:40.893Z,2015-03-26T17:48:40.893Z
"Delayed train","Malden Center","Orange Line - Southbound",0,0,2015-02-26T11:53:31.346Z,2015-02-26T11:53:31.346Z
"Delayed train","Davis","Red Line - Northbound",0,0,2015-03-06T12:23:44.498Z,2015-03-06T12:23:44.498Z
"Normal conditions","Arlington","Green Line E - Westbound",0,0,2015-02-25T22:58:36.896Z,2015-02-25T22:58:36.896Z
"Delayed train","Sullivan Square","Orange Line - Southbound",0,0,2015-07-03T01:24:50.413Z,2015-07-03T01:24:50.413Z
"Delayed train","Kendall","Red Line - Northbound",0,0,2015-05-04T22:23:08.036Z,2015-05-04T22:23:08.036Z
"Train too crowded to board","South Station","Red Line - Southbound",0,0,2015-03-12T21:47:33.888Z,2015-03-12T21:47:33.888Z
"Overcrowded train","Ruggles","Orange Line - Southbound",1,0,2015-03-05T13:30:49.576Z,2015-03-05T13:36:13.696Z
"Delayed train","Kenmore","Green Line D - Westbound",0,0,2015-04-10T12:08:41.183Z,2015-04-10T12:08:41.183Z
"Train standing by at station","Downtown Crossing","Orange Line - Northbound",0,1,2015-07-22T21:46:43.823Z,2015-07-22T21:46:43.823Z
"Train too crowded to board","Downtown Crossing","Red Line - Northbound",1,0,2015-02-25T23:06:17.229Z,2015-02-25T23:13:32.575Z
"Train too crowded to board","Andrew","Red Line - Northbound",5,1,2015-02-25T13:17:29.408Z,2015-02-25T13:41:51.293Z
"Train too crowded to board","Haymarket","Green Line C - Westbound",0,0,2015-03-04T13:28:23.606Z,2015-03-04T13:28:23.606Z
"Delayed train","Wellington","Orange Line - Southbound",0,2,2015-02-26T23:08:59.134Z,2015-02-26T23:08:59.134Z
"Normal conditions","Quincy Center","Red Line - Northbound",1,0,2015-03-03T14:59:53.805Z,2015-03-03T15:18:34.970Z
"Train stopped between stations","Newton Centre","Green Line D - Westbound",0,0,2015-03-04T15:24:12.166Z,2015-03-04T15:24:12.166Z
"Overcrowded train","Ruggles","Orange Line - Southbound",0,0,2015-03-06T21:24:52.559Z,2015-03-06T21:24:52.559Z
"Train too crowded to board","Downtown Crossing","Red Line - Southbound",0,0,2015-04-15T21:55:16.538Z,2015-04-15T21:55:16.538Z
"Delayed train","Andrew","Red Line - Northbound",0,0,2015-03-04T12:31:00.292Z,2015-03-04T12:31:00.292Z
"Police action","Malden Center","Orange Line - Northbound",2,0,2015-03-23T21:31:24.518Z,2015-03-23T21:32:42.332Z
"Overcrowded platform","Forest Hills","Orange Line - Northbound",0,0,2015-07-27T21:09:11.477Z,2015-07-27T21:09:11.477Z
"Overcrowded train","Downtown Crossing","Orange Line - Northbound",0,1,2015-02-27T22:33:46.751Z,2015-02-27T22:33:46.751Z
"Delayed train","Forest Hills","Orange Line - Northbound",0,0,2015-04-17T15:26:51.442Z,2015-04-17T15:26:51.442Z
"Delayed train","Park Street","Red Line - Northbound",1,1,2015-02-26T23:49:46.536Z,2015-02-26T23:52:53.608Z
"Normal conditions","Wickford Junction","Providence-Stoughton Line - Inbound",0,0,2015-04-18T21:22:34.407Z,2015-04-18T21:22:34.407Z
